120841928,Outlier
310230568,Outlier
121109576,Outlier
102953911,Correction into dcp_attributes
103045697,Correction into dcp_attributes
104576246,Correction into dcp_attributes
104844581,Correction into dcp_attributes
110019266,Correction into dcp_attributes
110477243,Not Outlier
120057375,Correction into dcp_attributes
120066187,Not Outlier
121190996,Correction into dcp_attributes
121236484,Correction into dcp_attributes
121329222,Correction into dcp_attributes
122521556,Correction into dcp_attributes
201102387,Correction into dcp_attributes
210026489,Correction into dcp_attributes
210033710,Correction into dcp_attributes
402166160,Correction into dcp_attributes
420546396,Correction into dcp_attributes
421315222,Correction into dcp_attributes
421328236,Correction into dcp_attributes
421599201,Correction into dcp_attributes
121088170,Correction into dcp_attributes
121191325,Correction into dcp_attributes
121193430,Not Outlier
121712405,Correction into dcp_attributes
122240574,Correction into dcp_attributes
122899462,Correction into dcp_attributes
220114793,Correction into dcp_attributes
320596048,Correction into dcp_attributes
320913516,Not Outlier
321187130,Correction into dcp_attributes
321188852,Correction into dcp_attributes
321192384,Correction into dcp_attributes
321194391,Correction into dcp_attributes
520351887,Correction into dcp_attributes
122231799,Correction into dcp_attributes
122023032,Correction into dcp_attributes
122694931,Correction into dcp_attributes
123032707,Correction into dcp_attributes
121718132,Correction into dcp_attributes
121668267,Correction into dcp_attributes
121668276,Correction into dcp_attributes
120705674,Correction into dcp_attributes
120705683,Correction into dcp_attributes
120705692,Correction into dcp_attributes
120705709,Correction into dcp_attributes
122369953,Correction into dcp_attributes
123311371,Correction into dcp_attributes
123311380,Correction into dcp_attributes
123311424,Correction into dcp_attributes
123311433,Correction into dcp_attributes
123311442,Correction into dcp_attributes
122225564,Correction into dcp_attributes
122225573,Correction into dcp_attributes
122281930,Correction into dcp_attributes
122285160,Correction into dcp_attributes
121687594,Correction into dcp_attributes
121689011,Correction into dcp_attributes
121699616,Correction into dcp_attributes
121699625,Correction into dcp_attributes
121699634,Correction into dcp_attributes
123442747,Correction into dcp_attributes
220035780,Correction into dcp_attributes
320537282,Correction into dcp_attributes
320891166,Correction into dcp_attributes
320892619,Correction into dcp_attributes
321390632,Not Outlier
320279104,Correction into dcp_attributes
321166750,Correction into dcp_attributes
321171986,Correction into dcp_attributes
321207163,Correction into dcp_attributes
320988393,Correction into dcp_attributes
320288719,Correction into dcp_attributes
421176284,Correction into dcp_attributes
421561116,Correction into dcp_attributes
421268265,Correction into dcp_attributes
520238252,Correction into dcp_attributes
123567158,Correction into dcp_attributes
210178029,Correction into dcp_attributes
121204268,Correction into dcp_attributes
122122586,Correction into dcp_attributes
120663086,Correction into dcp_attributes
520071252,Correction into dcp_attributes
110465229,Correction into dcp_attributes
301392026,Correction into dcp_attributes
110049313,Correction into dcp_attributes
103739215,Correction into dcp_attributes
104350532,Correction into dcp_attributes
104316161,Not Outlier
121184459,Not Outlier
401962523,Not Outlier
402164162,Not Outlier
402367997,Not Outlier
410105504,Not Outlier
420653028,Not Outlier
120486116,Not Outlier
120490325,Not Outlier
120649138,Not Outlier
121186055,Not Outlier
121191245,Not Outlier
121236572,Not Outlier
121236581,Not Outlier
122186473,Not Outlier
122334116,Not Outlier
122334134,Not Outlier
122362273,Not Outlier
122525188,Not Outlier
122535630,Not Outlier
122706054,Not Outlier
123580062,Not Outlier
210177716,Not Outlier
220550687,Not Outlier
220550696,Not Outlier
320251801,Not Outlier
320284955,Not Outlier
320374171,Not Outlier
320516884,Not Outlier
320565278,Not Outlier
320848035,Not Outlier
420171076,Not Outlier
420288959,Not Outlier
420652546,Not Outlier
122835593,Not Outlier
122789143,Not Outlier
122851823,Not Outlier
120944185,Not Outlier
120909703,Not Outlier
120909696,Not Outlier
122999434,Not Outlier
120777187,Not Outlier
123234507,Not Outlier
122628718,Not Outlier
121718114,Not Outlier
122996570,Not Outlier
122013383,Not Outlier
122678003,Not Outlier
123214280,Not Outlier
122684372,Not Outlier
122382340,Not Outlier
121911020,Not Outlier
121799795,Not Outlier
121756527,Not Outlier
121496559,Not Outlier
123032681,Not Outlier
120580326,Not Outlier
122367857,Not Outlier
122698811,Not Outlier
122278463,Not Outlier
122561511,Not Outlier
122561520,Not Outlier
122751897,Not Outlier
120538793,Not Outlier
121511658,Not Outlier
121404694,Not Outlier
121523477,Not Outlier
122824024,Not Outlier
123409221,Not Outlier
122487772,Not Outlier
121955900,Not Outlier
120989868,Not Outlier
123023138,Not Outlier
122554477,Not Outlier
122451658,Not Outlier
120989877,Not Outlier
122788288,Not Outlier
120474593,Not Outlier
121136948,Not Outlier
220069002,Not Outlier
220550259,Not Outlier
320540205,Not Outlier
320177964,Not Outlier
320176563,Not Outlier
321239370,Not Outlier
321727208,Not Outlier
320762242,Not Outlier
421453741,Not Outlier
421428869,Not Outlier
421366417,Not Outlier
420995141,Not Outlier
520255483,Not Outlier
120869603,Not Outlier
320506092,Not Outlier
120252403,Not Outlier
120252412,Not Outlier
120252421,Not Outlier
103490358,Not Outlier
110326727,Not Outlier
110125132,Not Outlier
402591913,Not Outlier
104596359,Not Outlier
